,job status,marital,education,housing,approval,age,balance,duration
1833,1,0,0,1,0,37.0,0,226.0
1834,4,0,2,1,0,57.0,0,67.0
1835,4,0,2,0,0,46.0,-3,205.0
1836,1,1,0,1,0,31.0,2488,14.0
1837,9,2,2,0,1,39.0,3,488.0
1838,4,0,1,1,0,35.0,839,50.0
1839,1,0,0,0,0,32.0,103,312.0
1840,9,2,1,1,0,44.0,316,163.0
1841,9,1,1,1,0,41.0,1680,76.0
1842,5,2,0,0,0,59.0,7179,150.0
1843,7,0,1,1,0,39.0,247,244.0
1844,4,0,2,0,1,54.0,8295,207.0
1845,7,1,1,1,0,27.0,261,113.0
1846,6,0,1,1,1,51.0,95,1309.0
1847,9,1,1,0,0,33.0,291,72.0
1848,1,0,0,1,0,38.0,2240,551.0
1849,2,0,2,0,0,52.0,0,163.0
1850,4,2,2,1,0,54.0,1295,179.0
1851,1,0,0,1,0,33.0,324,217.0
1852,9,0,1,1,0,50.0,669,88.0
1853,1,1,1,1,0,39.0,4143,21.0
1854,4,1,2,0,1,34.0,2646,142.0
1855,9,1,1,0,0,41.0,618,1056.0
1856,4,2,2,1,0,48.0,541,72.0
1857,7,0,1,1,0,38.0,434,411.0
1858,1,0,1,1,0,34.0,622,145.0
1859,1,0,1,1,0,32.0,0,80.0
1860,4,0,1,1,0,48.0,99,344.0
1861,7,1,1,1,0,28.0,290,128.0
1862,1,0,1,1,1,47.0,1230,412.0
1863,0,1,1,1,0,32.0,45,908.0
1864,0,0,1,1,0,32.0,923,819.0
1865,4,0,2,0,0,38.0,950,210.0
1866,5,0,1,0,0,86.0,1503,165.0
1867,9,0,1,0,0,47.0,65,118.0
1868,4,0,0,1,0,42.0,-679,159.0
1869,4,0,2,0,0,44.0,773,618.0
1870,8,1,3,0,0,25.0,10788,102.0
1871,7,2,1,1,0,34.0,991,89.0
1872,0,0,1,0,1,34.0,247,401.0
1873,1,0,0,0,0,53.0,4143,200.0
1874,1,0,3,1,0,42.0,-406,152.0
1875,1,1,1,0,0,30.0,180,203.0
1876,1,1,0,1,1,26.0,-887,827.0
1877,7,0,1,1,0,40.0,4157,735.0
1878,9,1,1,1,0,34.0,1386,185.0
1879,7,0,1,0,0,34.0,2211,149.0
1880,4,0,2,0,0,40.0,-495,303.0
1881,4,0,2,1,0,36.0,27359,71.0
1882,9,1,1,1,0,34.0,440,445.0
1883,1,1,1,1,0,32.0,135,232.0
1884,9,0,1,1,0,39.0,-735,144.0
1885,9,0,2,0,0,36.0,60,209.0
1886,9,2,1,1,1,39.0,902,691.0
1887,4,0,3,1,0,33.0,18347,415.0
1888,1,1,1,1,0,34.0,-72,273.0
1889,4,0,2,0,1,42.0,1205,376.0
1890,9,0,1,1,0,46.0,499,37.0
1891,4,1,2,1,0,32.0,656,148.0
1892,7,0,1,0,0,27.0,100,57.0
1893,9,2,1,1,0,35.0,69,461.0
1894,9,0,3,0,0,53.0,619,198.0
1895,7,1,1,0,0,29.0,192,327.0
1896,4,1,2,0,0,35.0,0,669.0
1897,4,0,2,0,0,49.0,87,165.0
1898,4,0,2,0,0,58.0,3228,58.0
1899,4,1,2,0,1,40.0,1361,1473.0
1900,8,1,3,0,0,19.0,0,123.0
1901,8,1,2,1,0,30.0,34,289.0
1902,9,1,1,0,0,34.0,318,239.0
1903,5,0,1,0,0,60.0,197,1386.0
1904,8,1,2,0,1,28.0,0,294.0
1905,4,0,2,1,1,46.0,273,910.0
1906,1,2,0,1,0,49.0,15,550.0
1907,4,2,2,1,0,59.0,7813,75.0
1908,9,1,1,1,0,44.0,-27,100.0
1909,9,0,2,0,0,33.0,75,204.0
1910,5,0,1,1,0,54.0,1139,155.0
1911,1,0,1,1,0,26.0,115,46.0
1912,1,0,1,0,0,54.0,0,1366.0
1913,3,0,0,0,1,48.0,7195,609.0
1914,7,1,2,0,1,30.0,-477,1532.0
1915,4,1,2,0,1,29.0,1026,226.0
1916,2,0,2,1,0,51.0,3921,168.0
1917,10,0,0,1,1,53.0,980,352.0
1918,1,0,1,1,0,43.0,-179,335.0
1919,0,0,2,1,0,34.0,2552,74.0
1920,2,0,2,1,0,40.0,1729,85.0
1921,9,0,1,1,0,43.0,434,117.0
1922,0,1,1,1,0,33.0,-300,184.0
1923,5,0,1,0,0,66.0,4785,72.0
1924,9,2,1,1,0,44.0,-329,171.0
1925,7,0,1,1,0,33.0,0,44.0
1926,9,1,1,0,0,31.0,391,336.0
1927,5,0,0,0,1,71.0,4657,93.0
1928,8,1,0,0,1,22.0,3472,332.0
1929,10,1,2,0,0,46.0,705,398.0
1930,7,0,1,1,0,32.0,255,86.0
1931,1,0,1,0,0,45.0,4365,45.0
1932,4,0,1,1,0,32.0,350,110.0
1933,1,0,0,1,0,49.0,474,152.0
1934,9,1,1,1,1,27.0,489,356.0
1935,2,0,1,0,0,46.0,757,382.0
1936,4,1,2,0,0,37.0,695,233.0
1937,10,1,1,1,0,30.0,-770,87.0
1938,6,2,1,1,0,44.0,80,387.0
1939,9,0,1,1,0,45.0,315,103.0
1940,8,1,1,0,1,27.0,213,378.0
1941,3,0,0,0,0,57.0,0,257.0
1942,4,0,2,0,0,66.0,2169,282.0
1943,0,2,1,0,0,40.0,212,176.0
1944,1,0,1,1,0,48.0,333,24.0
1945,1,1,1,1,0,33.0,4404,766.0
1946,7,2,1,1,1,42.0,257,955.0
1947,10,0,1,1,0,47.0,3188,426.0
1948,9,1,2,1,0,27.0,3083,244.0
1949,5,0,2,0,0,78.0,226,136.0
1950,7,0,0,0,0,50.0,1260,172.0
1951,2,1,2,1,0,46.0,1410,93.0
1952,0,2,1,1,1,41.0,6046,300.0
1953,0,1,2,0,0,36.0,980,118.0
1954,5,0,0,0,0,49.0,-37,191.0
1955,4,2,2,1,0,46.0,-154,107.0
1956,5,0,0,0,0,77.0,680,513.0
1957,9,1,2,1,0,30.0,799,91.0
1958,4,1,1,1,0,43.0,-1164,76.0
1959,1,0,1,1,0,44.0,2523,1236.0
1960,1,0,0,1,0,40.0,98,193.0
1961,1,0,0,1,0,38.0,3419,324.0
1962,10,1,2,0,1,25.0,343,377.0
1963,4,0,2,1,0,49.0,852,408.0
1964,1,0,0,1,0,33.0,50,246.0
1965,4,1,2,0,0,40.0,0,58.0
1966,1,0,0,1,0,44.0,10,196.0
1967,1,0,1,1,0,32.0,950,219.0
1968,4,0,2,1,0,52.0,0,197.0
1969,4,0,2,1,0,35.0,175,257.0
1970,9,0,1,1,0,35.0,-259,381.0
1972,9,0,1,1,0,42.0,-1310,162.0
1973,1,0,3,0,0,59.0,139,153.0
1974,9,1,1,0,1,44.0,7138,809.0
1975,0,2,1,1,0,50.0,1111,50.0
1976,1,1,1,0,0,27.0,113,39.0
1977,4,2,2,0,0,55.0,-612,131.0
1978,1,0,3,1,0,54.0,310,526.0
1979,10,1,1,1,0,31.0,-186,172.0
1980,0,0,3,0,0,56.0,2038,405.0
1981,6,0,2,0,0,51.0,833,77.0
1982,1,0,0,1,0,61.0,625,158.0
1983,9,1,1,1,0,34.0,105,146.0
1984,1,0,0,0,0,56.0,551,27.0
1985,8,1,3,0,0,29.0,145,105.0
1986,4,1,2,1,0,34.0,618,119.0
1987,7,1,1,1,0,35.0,1063,327.0
1988,0,2,1,0,0,56.0,985,150.0
1989,1,0,1,1,0,45.0,2926,482.0
1990,0,1,1,1,0,31.0,-449,81.0
1991,2,2,2,0,1,37.0,66,1164.0
1992,0,0,1,1,0,43.0,0,674.0
1993,4,0,3,1,0,40.0,419,347.0
1994,4,0,0,1,1,44.0,4758,712.0
1995,0,1,1,0,0,38.0,-23,48.0
1996,4,2,2,1,0,58.0,1573,279.0
1997,1,1,1,1,0,24.0,77,236.0
1998,7,0,1,1,0,53.0,1378,91.0
1999,1,0,1,1,0,36.0,-73,15.0
2000,1,0,0,1,0,28.0,60,161.0
2001,1,0,0,1,0,45.0,137,187.0
2002,0,1,2,1,0,32.0,1583,100.0
2003,0,0,1,1,0,46.0,-121,214.0
2004,1,1,1,1,0,28.0,1065,406.0
2005,10,0,1,1,0,51.0,-13,361.0
2006,1,0,0,0,0,51.0,1869,30.0
2007,9,1,1,1,0,30.0,4787,99.0
2008,9,0,1,1,0,39.0,-183,202.0
2009,1,0,0,1,0,28.0,702,318.0
2010,4,1,2,0,0,31.0,1494,275.0
2011,1,0,0,1,0,31.0,0,59.0
2012,4,0,2,0,0,38.0,46,70.0
2013,1,1,1,1,0,31.0,609,1126.0
2014,5,2,1,0,1,74.0,4079,343.0
2015,4,1,2,1,1,40.0,0,228.0
2016,9,0,1,1,0,43.0,7876,209.0
2017,9,1,2,1,1,34.0,925,709.0
2018,4,2,2,0,0,54.0,7010,275.0
2019,1,0,0,1,0,51.0,42,51.0
2020,1,0,1,0,0,33.0,285,267.0
2021,9,0,2,0,0,41.0,0,95.0
2022,4,1,2,0,0,33.0,3170,246.0
2023,0,0,1,0,0,48.0,8,46.0
2024,6,2,2,1,0,42.0,216,144.0
2025,4,1,2,0,0,35.0,2975,249.0
2026,0,0,1,1,0,25.0,894,328.0
2027,1,1,0,1,0,38.0,490,17.0
2028,2,0,1,1,0,45.0,245,126.0
2029,4,2,2,1,0,59.0,0,52.0
2030,4,0,3,0,0,47.0,150,52.0
2031,4,0,2,1,0,33.0,4,285.0
2032,4,0,0,0,1,59.0,1727,500.0
2033,1,2,0,0,1,41.0,664,955.0
2034,9,0,1,1,0,42.0,473,216.0
2035,9,2,2,0,0,51.0,0,84.0
2036,4,0,2,1,0,45.0,-192,138.0
2037,4,0,2,1,1,30.0,1942,436.0
2038,1,1,1,1,0,33.0,5137,123.0
2039,4,0,2,0,0,43.0,13044,36.0
2040,1,0,1,0,0,37.0,1053,405.0
2041,5,0,0,0,0,73.0,154,103.0
2042,1,0,1,1,0,43.0,625,175.0
2043,10,0,0,0,0,52.0,255,374.0
2044,4,0,2,1,0,44.0,529,129.0
2045,4,0,2,0,0,56.0,318,246.0
2046,7,1,1,1,0,21.0,1903,107.0
2047,11,0,2,0,0,43.0,1937,385.0
2048,4,0,0,0,0,54.0,3859,104.0
2049,9,0,0,0,1,59.0,4198,309.0
2050,1,0,0,1,0,52.0,230,198.0
2051,0,1,1,1,1,31.0,747,543.0
2052,0,0,1,0,0,53.0,263,143.0
2053,9,1,1,1,0,24.0,-46,23.0
2054,5,0,1,0,0,57.0,0,104.0
2055,9,0,1,1,1,48.0,568,378.0
2056,9,0,1,1,0,57.0,1469,364.0
2057,9,0,1,0,0,51.0,18,363.0
2058,4,2,2,1,0,50.0,201,248.0
2059,1,0,1,1,0,34.0,1412,157.0
2060,1,0,0,1,0,43.0,-93,402.0
2061,7,0,1,1,0,31.0,-331,203.0
2062,1,0,3,1,0,29.0,486,422.0
2063,1,0,0,1,0,39.0,694,44.0
2064,4,1,2,1,0,36.0,2806,358.0
2065,10,1,2,0,0,38.0,0,39.0
2066,4,2,2,1,0,56.0,2959,325.0
2067,3,2,0,1,0,41.0,22,238.0
2068,9,0,1,1,1,47.0,1167,968.0
2069,4,1,2,1,0,38.0,35,156.0
2070,5,0,1,0,0,80.0,8304,681.0
2071,7,0,1,1,0,37.0,4760,187.0
2072,4,1,2,1,0,44.0,-1313,104.0
2073,1,1,1,0,1,33.0,697,860.0
2074,9,0,1,0,0,53.0,230,112.0
2075,5,0,2,0,0,69.0,473,112.0
2076,9,0,1,1,0,46.0,1427,32.0
2077,4,1,2,1,1,30.0,201,325.0
2078,6,1,1,0,0,31.0,1086,410.0
2079,4,2,2,1,0,38.0,4335,640.0
2080,7,2,1,0,0,34.0,44,118.0
2081,11,0,3,0,0,48.0,286,166.0
2082,1,2,0,0,0,46.0,216,173.0
2083,0,0,1,1,0,42.0,214,21.0
2084,1,0,1,1,0,41.0,343,89.0
2085,1,0,1,1,0,33.0,-77,151.0
2086,1,0,0,0,0,39.0,1046,112.0
2087,8,1,1,0,0,27.0,1566,164.0
2088,4,1,2,0,0,26.0,592,145.0
2089,4,1,2,1,1,38.0,104,606.0
2090,1,0,1,1,0,48.0,0,105.0
2091,7,0,1,0,0,54.0,-22,85.0
2092,7,0,1,0,0,51.0,0,439.0
2093,9,0,1,0,0,47.0,72,278.0
2094,9,0,1,0,0,53.0,100,205.0
2095,1,0,0,1,0,35.0,319,221.0
2096,4,0,2,1,0,58.0,9339,52.0
2097,4,2,2,1,0,52.0,50,84.0
2098,5,0,1,1,0,57.0,32,476.0
2099,4,0,2,0,0,52.0,6922,371.0
2100,4,1,2,1,0,35.0,633,128.0
2101,9,0,1,1,0,48.0,4265,220.0
2102,2,0,2,0,0,46.0,2262,44.0
2103,7,0,1,1,0,39.0,1970,30.0
2104,6,2,2,0,0,38.0,1513,330.0
2105,2,0,1,1,0,34.0,4659,28.0
2106,2,0,0,0,0,47.0,668,908.0
2107,4,2,2,0,0,35.0,649,177.0
2108,1,2,0,1,0,46.0,452,113.0
2109,0,1,1,1,0,27.0,-145,289.0
2110,1,0,1,1,0,31.0,-498,357.0
2111,4,1,2,0,0,31.0,0,38.0
2112,0,0,1,1,0,46.0,22,414.0
2113,0,0,1,1,0,31.0,2304,257.0
2114,4,0,2,1,1,33.0,1412,480.0
2115,3,0,0,0,0,42.0,145,252.0
2116,4,1,0,1,0,33.0,4897,151.0
2117,3,0,0,0,0,40.0,1832,213.0
2118,1,0,0,0,0,51.0,3726,119.0
2119,10,0,2,0,0,31.0,591,161.0
2120,5,2,2,0,1,62.0,0,227.0
2121,8,1,1,1,0,24.0,508,12.0
2122,10,0,1,0,1,48.0,817,517.0
2123,9,2,1,1,0,41.0,348,225.0
2124,4,0,2,1,0,43.0,291,150.0
2125,9,0,1,0,0,52.0,3554,89.0
2126,1,0,0,1,0,54.0,781,103.0
2127,9,2,2,0,0,32.0,267,128.0
2128,1,0,0,1,0,38.0,1327,277.0
2129,0,0,0,1,1,41.0,-306,500.0
2130,1,1,0,1,0,31.0,864,113.0
2131,3,0,2,1,1,35.0,1265,326.0
2132,0,0,1,0,0,26.0,0,755.0
2133,9,0,2,0,0,52.0,214,161.0
2134,5,0,1,1,0,58.0,425,100.0
2135,3,0,2,0,0,57.0,3,142.0
2136,4,0,2,1,0,34.0,0,214.0
2137,1,0,0,0,0,59.0,0,167.0
2138,9,1,1,0,0,27.0,282,676.0
2139,2,0,2,0,0,42.0,0,236.0
2140,3,1,2,0,1,47.0,3727,993.0
2141,1,0,1,1,0,33.0,0,83.0
2142,7,1,1,1,0,31.0,864,100.0
2143,4,0,2,1,1,37.0,4089,289.0
2144,1,0,1,0,0,29.0,-478,528.0
2145,10,0,0,0,0,38.0,-363,340.0
2146,6,0,1,0,0,35.0,8883,33.0
2147,9,1,1,0,0,31.0,1970,284.0
2148,4,0,2,0,1,62.0,1859,245.0
2149,9,1,2,1,0,32.0,1059,115.0
2150,7,0,1,1,0,31.0,388,730.0
2151,1,2,0,1,0,51.0,602,347.0
2152,7,1,1,0,0,29.0,0,58.0
2153,1,0,0,1,0,43.0,255,180.0
2154,1,0,1,1,0,36.0,63,56.0
2155,6,0,0,1,0,34.0,712,326.0
2156,7,0,1,1,0,29.0,57,342.0
2157,5,0,1,0,0,57.0,523,49.0
2158,4,0,2,0,0,43.0,422,110.0
2159,7,0,1,0,1,33.0,386,253.0
2160,4,0,2,0,0,60.0,3387,636.0
2161,9,0,0,0,0,51.0,260,137.0
2162,0,1,1,0,0,40.0,-1,173.0
2163,9,0,1,1,0,51.0,1490,227.0
2164,7,0,1,1,0,38.0,497,88.0
2165,9,0,1,1,0,35.0,1707,426.0
2166,9,0,1,1,0,47.0,826,195.0
2167,1,0,0,0,0,45.0,907,230.0
2168,7,0,1,1,1,40.0,1836,750.0
2169,2,1,1,0,0,29.0,404,413.0
2170,4,2,2,1,0,52.0,907,104.0
2171,9,0,1,1,0,26.0,18,138.0
2172,1,1,0,1,0,31.0,-495,334.0
2173,7,0,3,1,0,55.0,1210,868.0
2174,7,0,1,1,0,35.0,819,102.0
2175,4,2,2,0,0,56.0,442,77.0
2176,1,1,1,1,1,28.0,-46,199.0
2177,8,1,1,1,0,27.0,671,332.0
2178,9,0,1,0,0,30.0,371,124.0
2180,4,0,1,1,0,33.0,11,104.0
2181,1,1,1,1,0,32.0,33,125.0
2182,2,0,1,1,1,43.0,104,635.0
2183,1,0,0,0,0,46.0,174,90.0
2184,4,0,2,1,0,32.0,3107,310.0
2185,7,0,1,1,0,40.0,1438,207.0
2186,1,0,1,0,0,39.0,1367,43.0
2187,1,0,0,0,0,51.0,-11,126.0
2188,0,1,1,1,0,46.0,1693,137.0
2189,1,0,0,1,0,43.0,778,284.0
2190,9,0,2,0,0,36.0,837,68.0
2191,4,0,2,0,0,48.0,363,67.0
2192,0,1,1,1,0,26.0,236,8.0
2193,0,1,3,1,0,39.0,0,62.0
2195,2,1,0,1,1,23.0,4,395.0
2196,4,2,2,1,0,54.0,26306,27.0
2197,0,0,1,1,0,38.0,46,195.0
2198,9,0,1,0,0,33.0,575,254.0
2199,0,2,1,0,0,35.0,148,199.0
2200,7,0,1,0,0,52.0,431,73.0
2201,9,1,2,1,0,25.0,777,351.0
2202,4,0,2,1,1,29.0,199,1689.0
2203,9,1,2,0,0,35.0,3552,267.0
2204,7,0,1,0,0,49.0,47,234.0
2205,0,2,1,0,0,41.0,3823,234.0
2206,4,0,2,0,0,32.0,138,94.0
2207,0,1,1,1,0,29.0,1117,77.0
2208,1,0,1,1,0,28.0,1325,242.0
2209,5,0,1,0,0,59.0,0,247.0
2210,2,0,2,0,0,34.0,4343,85.0
2211,4,2,2,0,0,55.0,1598,607.0
2212,4,0,2,1,1,34.0,3301,485.0
2213,8,1,1,0,1,24.0,822,184.0
2214,9,2,1,1,0,42.0,-280,258.0
2215,4,1,3,1,0,34.0,1534,156.0
2216,0,0,1,0,0,34.0,1671,160.0
2217,6,0,2,0,0,51.0,2007,1021.0
2218,1,0,0,1,0,58.0,0,5.0
2219,9,0,1,1,1,44.0,2776,701.0
2220,1,0,1,1,1,33.0,139,732.0
2221,4,0,2,0,0,34.0,573,122.0
2222,0,0,1,1,0,34.0,475,559.0
2223,1,2,1,1,0,42.0,47,141.0
2224,4,1,2,1,0,46.0,2154,87.0
2225,6,1,2,0,0,31.0,96,577.0
2226,2,0,2,1,0,39.0,83,193.0
2227,4,1,2,0,0,34.0,6766,210.0
2228,9,0,1,0,0,47.0,3973,732.0
2229,7,2,1,1,0,42.0,372,121.0
2230,1,1,1,0,0,48.0,-552,150.0
2231,6,1,2,0,0,30.0,48,140.0
2232,9,0,1,1,0,38.0,7696,386.0
2233,7,0,1,1,1,24.0,4500,733.0
2234,9,0,1,1,0,34.0,1,108.0
2235,4,1,2,0,0,46.0,46,80.0
2236,0,2,1,1,0,32.0,-18,155.0
2237,7,0,1,1,0,46.0,451,389.0
2238,6,0,2,1,0,26.0,479,133.0
2239,1,0,1,1,0,42.0,0,328.0
2240,9,0,1,1,0,50.0,1130,119.0
2241,1,0,0,1,0,41.0,389,87.0
2242,0,1,1,0,0,34.0,10,162.0
2244,3,1,2,1,0,58.0,145,128.0
2245,9,0,1,1,0,45.0,115,108.0
2246,0,1,1,1,0,28.0,89,172.0
2247,9,0,1,1,0,35.0,94,208.0
2248,7,0,1,1,0,39.0,1438,212.0
2249,10,2,2,0,0,49.0,780,148.0
2250,4,0,2,1,0,50.0,207,99.0
2251,4,0,2,0,1,37.0,238,185.0
2252,1,0,0,0,0,45.0,2433,133.0
2253,3,1,1,0,0,30.0,1924,170.0
2254,10,0,2,1,0,48.0,-471,668.0
2255,4,1,2,1,0,36.0,1531,81.0
2256,4,1,1,0,0,41.0,764,230.0
2257,1,0,1,0,0,55.0,383,287.0
2258,5,0,0,0,0,70.0,3782,618.0
2259,4,0,2,1,1,41.0,326,788.0
2260,7,2,1,0,0,47.0,691,285.0
2261,9,1,1,0,0,34.0,0,163.0
2262,4,1,2,0,0,33.0,99,159.0
2263,5,0,1,1,0,58.0,502,197.0
2264,4,0,2,0,0,51.0,-15,212.0
2265,4,0,2,1,0,45.0,1929,44.0
2266,0,0,1,0,0,55.0,0,180.0
2267,1,1,0,0,0,30.0,185,11.0
2268,4,1,1,1,0,33.0,-424,863.0
2269,7,1,1,1,0,27.0,0,388.0
2270,5,0,1,1,0,59.0,319,143.0
2271,4,1,2,1,0,34.0,171,191.0
2272,9,2,2,1,0,47.0,-1148,62.0
2273,1,0,0,1,0,44.0,-11,13.0
2274,0,1,1,1,1,35.0,0,1073.0
2275,4,0,2,1,0,45.0,-206,337.0
2276,1,0,0,1,0,42.0,704,88.0
2277,9,0,1,0,0,38.0,1931,167.0
2278,9,1,1,0,0,34.0,943,96.0
2279,9,0,1,1,0,35.0,327,537.0
2280,4,1,1,1,0,29.0,-105,5.0
2281,5,0,1,0,0,58.0,983,139.0
2282,1,1,0,1,0,44.0,787,570.0
2283,2,0,2,1,0,45.0,0,100.0
2284,1,0,1,1,0,43.0,3060,253.0
2285,7,0,1,1,0,44.0,5780,525.0
2286,9,1,1,0,0,30.0,790,696.0
2287,10,0,2,0,0,38.0,1449,535.0
2288,9,0,1,0,0,50.0,1412,131.0
2289,8,1,1,0,0,21.0,681,6.0
2290,2,0,2,1,0,38.0,228,105.0
2291,0,0,1,0,0,42.0,0,370.0
2292,9,1,2,0,0,45.0,2087,29.0
2293,2,0,1,1,0,34.0,2,184.0
2294,9,0,1,0,0,48.0,197,47.0
2295,7,0,1,0,0,34.0,0,193.0
2296,1,0,1,1,1,32.0,1905,709.0
2297,9,0,2,0,0,35.0,118,358.0
2298,2,0,2,1,0,39.0,2644,253.0
2299,6,0,2,1,0,36.0,16430,197.0
2300,9,0,1,0,0,35.0,13,94.0
2301,7,2,1,0,0,57.0,14,445.0
2302,9,1,1,1,0,28.0,769,153.0
2303,0,0,3,0,0,43.0,3485,113.0
2304,4,0,1,0,0,57.0,139,80.0
2305,7,2,1,1,0,34.0,202,318.0
2306,9,0,2,1,0,36.0,6,100.0
2307,4,2,2,0,0,47.0,2515,40.0
2308,4,2,2,1,0,36.0,5195,55.0
2309,4,0,2,0,0,33.0,2098,67.0
2310,4,0,2,0,0,57.0,320,76.0
2311,4,0,2,1,0,57.0,3431,73.0
2312,0,0,1,1,0,34.0,50,89.0
2313,3,2,2,1,0,51.0,370,109.0
2314,1,2,0,0,0,54.0,-182,98.0
2315,6,1,2,1,0,52.0,1623,21.0
2316,2,0,2,1,0,43.0,13342,465.0
2317,5,1,0,0,0,58.0,6570,106.0
2318,0,0,1,1,0,53.0,225,304.0
2319,4,0,1,0,0,44.0,-665,342.0
2320,4,1,2,0,0,29.0,0,16.0
2321,7,1,1,1,1,27.0,54,543.0
2322,1,0,0,0,0,35.0,46,338.0
2323,6,0,1,0,0,40.0,2,197.0
2324,1,0,1,1,0,34.0,103,956.0
2325,0,1,1,1,0,38.0,883,95.0
2326,7,0,1,1,0,32.0,55,546.0
2327,0,0,1,1,0,41.0,8238,124.0
2328,1,1,1,1,0,25.0,913,113.0
2329,1,2,1,1,0,38.0,595,245.0
2330,9,1,1,1,0,26.0,7,188.0
2331,9,1,2,0,0,37.0,1661,199.0
2332,4,0,2,1,1,30.0,102,470.0
2333,7,0,1,0,0,36.0,338,90.0
2334,4,0,1,1,0,33.0,3132,350.0
2335,0,1,2,1,0,33.0,490,31.0
2336,4,0,2,1,0,35.0,2682,156.0
2337,7,0,2,1,0,24.0,0,299.0
2338,10,0,1,0,0,29.0,596,510.0
2339,1,0,1,1,0,54.0,2059,177.0
2340,0,0,1,0,0,27.0,132,123.0
2341,4,0,1,0,0,34.0,0,270.0
2342,1,0,0,1,0,39.0,385,225.0
2343,4,0,2,0,0,38.0,223,63.0
2344,4,0,2,1,0,37.0,0,247.0
2345,7,1,1,1,0,26.0,512,206.0
2346,2,0,2,1,0,36.0,1169,168.0
2348,4,1,2,0,0,30.0,940,131.0
2349,9,1,1,1,0,25.0,-80,89.0
2350,9,0,1,1,0,34.0,0,116.0
2351,11,0,3,0,0,52.0,1317,58.0
2352,0,0,1,0,0,39.0,179,36.0
2353,4,0,1,1,0,34.0,1007,240.0
2354,4,1,1,0,0,34.0,0,132.0
2355,7,0,1,1,0,30.0,1286,544.0
2356,7,0,1,1,0,33.0,804,266.0
2357,8,1,1,0,0,30.0,4,443.0
2358,1,0,0,1,0,51.0,0,324.0
2359,7,1,1,1,0,36.0,417,15.0
2360,1,0,0,0,0,48.0,1678,263.0
2361,7,2,1,1,0,37.0,532,199.0
2362,4,0,1,1,0,58.0,407,145.0
2363,4,2,2,0,0,56.0,659,56.0
2364,1,0,1,1,0,34.0,393,11.0
2365,0,2,1,1,0,33.0,661,411.0
2366,7,1,1,0,0,26.0,0,165.0
2367,4,1,3,1,0,40.0,838,619.0
2368,7,0,1,1,0,35.0,195,203.0
2369,2,0,1,1,0,45.0,68,254.0
2370,9,1,1,1,1,37.0,-242,1149.0
2371,4,2,2,1,0,35.0,321,189.0
2372,7,1,1,1,1,43.0,3403,707.0
2373,1,0,1,1,0,28.0,8,196.0
2374,1,2,1,1,0,32.0,739,171.0
2375,10,1,1,0,1,26.0,622,1451.0
2376,7,0,1,1,1,35.0,152,563.0
2377,9,1,1,0,0,35.0,2,23956498.0
2378,1,0,1,1,0,39.0,1439,73.0
2379,1,2,1,1,0,42.0,1491,203.0
2380,9,1,1,1,0,32.0,6402,158.0
2381,10,0,1,0,0,30.0,1210,100.0
2382,4,1,2,0,0,26.0,122,160.0
2383,8,1,1,1,0,30.0,0,661.0
2384,4,0,2,1,0,32.0,62,166.0
2385,7,0,1,1,0,47.0,3333,114.0
2386,9,0,2,1,0,33.0,16992,58.0
2387,1,0,0,1,0,57.0,23,25.0
2388,0,0,1,1,0,35.0,0,121.0
2389,9,0,2,0,0,53.0,6072,226.0
2390,5,1,1,0,0,24.0,366,234.0
2391,4,2,2,0,0,54.0,0,88.0
2392,4,0,2,1,0,31.0,1343,85.0
2393,2,0,1,1,0,41.0,2105,134.0
2394,11,0,1,0,0,44.0,2319,251.0
2395,7,1,1,1,0,35.0,35,152.0
2396,4,0,2,0,0,30.0,877,202.0
2397,1,1,0,1,0,43.0,30,379.0
2398,2,0,1,0,0,51.0,-2082,123.0
2399,5,0,1,0,0,60.0,89,156.0
2400,6,0,1,0,0,43.0,104,332.0
2401,4,0,2,1,0,31.0,1750,90.0
2402,4,0,0,1,0,56.0,772,291.0
2403,9,0,1,1,0,42.0,1048,23.0
2404,2,0,0,0,0,52.0,592,122.0
2405,9,0,1,1,0,40.0,0,105.0
2406,7,0,1,1,0,36.0,3064,1143.0
2407,7,0,0,0,0,40.0,33,70.0
2408,1,0,1,1,0,46.0,0,264.0
2409,0,1,1,0,0,32.0,1649,204.0
2410,3,1,2,1,0,31.0,287,182.0
2411,9,2,1,1,0,41.0,0,386.0
2412,3,0,0,0,0,58.0,419,295.0
2413,7,0,1,1,0,36.0,257,86.0
2414,9,0,1,0,0,52.0,118,16.0
2415,4,0,2,0,0,42.0,251,413.0
2416,4,1,2,1,0,32.0,1731,323.0
2417,4,0,2,0,0,62.0,0,78.0
2418,9,1,2,0,0,31.0,23,121.0
2419,1,1,1,0,1,41.0,-386,477.0
2420,6,0,2,0,0,34.0,5498,265.0
2421,4,1,2,0,1,44.0,5063,418.0
2422,1,0,0,1,0,42.0,7041,386.0
2423,2,1,1,0,0,37.0,654,594.0
2424,4,0,2,0,0,47.0,1890,161.0
2425,10,0,1,1,0,32.0,2400,450.0
2426,1,0,1,1,0,46.0,519,217.0
2427,9,1,2,0,0,39.0,1190,136.0
2428,7,1,1,1,0,28.0,229,322.0
2429,8,1,1,0,0,26.0,203,104.0
2430,9,0,1,0,0,52.0,1818,189.0
2431,10,0,1,0,1,42.0,1289,250.0
2432,9,2,2,0,0,33.0,39,123.0
2433,5,0,0,0,1,73.0,796,427.0
